ID;Distrito;Cidade/confirmada/UPA - SÓ TEM SP, NAO PODERÍAMOS TIRAR?;Relacao com UPA;Reside/UPA;Area/total hectares;Soma/area/total/propriedades/HA;Area/cultivada/inform/HA;Area/pastagem/HA;Area/veget/inform/HA;Comercializ/folhosas/hortalicas;Comercializ/raizes;Comercializ/frutas;Comercializ/legumes/graos;Comercializ/ornamentais;Comercializ/ervas/medicinais;Comercializ/mudas;Comercializ/outros;Culturas comercializadas;Especies/animais/produzidas;Comercializ/bovinos/corte;Comercializ/bovinos/leite;Comercializ/galinhas/frangos;Comercializ/patos;Comercializ/suinos;Comercializ/caprinos/corte/leite;Comercializ/cavalos;Comercializ/ovos;Comercializ/abelhas/mel;Comercializ/peixes;Comercializ/outras/especies/criadas;Comercializ/cliente/final;Comercializ/interm;Comercializ/quitandas/minimercados;Comercializ/restaur;Comercializ/supermerc;Comercializ/feiras;Comercializ/com/entrega;Comercializ/eventos;Comercializ/CEAGESP;Comercializ/entidades/sociais;Comercializ/poder/publico;Frequencia comercializacao via propriedade;Frequencia comercializacao via intermediario;Frequencia comercializacao via quitandas minimercados;Frequencia comercializacao via restaurantes;Frequencia comercializacao via supermercados;Frequencia comercializacao via feiras livres;Frequencia comercializacao via entrega;Frequencia comercializacao via eventos;Frequencia comercializacao via CEAGESP;Frequencia comercializacao via entidades sociais;Frequencia comercializacao via poder publico;Comercializ/regiao;Comercializ/outras/regioes/cid;Comercializ/outra/cid/15km;Comercializ/outra/cid;Transp/prop/distrib/prod;Embal/distrib/prod;Controle de pragas;Sexo;Faixa/etaria;Grau/instru;Renda/familiar/mensal;Faixa Renda média;Internet/freq;Possui/celular;Dificuldades/prod/classificacao1 - DIFICULDADES NO DIA A DIA PARA A PRODUÇÃO;Melhor/condicoes/trab/rendimento/classificacão1 - O QUE PRECISA PARA MELHORAR SUAS CONDIÇÕES DE TRABALHO
126;Grajau;Sao Paulo;Posseiro;Sim;2,2;Nao se aplica;0,2;0,4;0,001;Sim;Sim;Sim;Nao se aplica;Nao;Sim;Nao;Nao se aplica;Folhosas, hortalicas, raizes, frutas, ervas medicinais ;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Menos de duas vezes por ano;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Sim;Nao;Nao;Nao;Nao;Nao realiza;Feminino;45 a 59 anos;Fundamental II Incompleto;1497;998;Nao sabe/Nao respondeu;Nao;Aquisicao de adubo, mudas e sementes, maquinario agricola, equipamentos de irrigacao;Recursos e financiamento a juros baixos, facilitado, credito mais facil, mais investimentos publicos e mais subsidios (menos burocracia, menos impostos)
127;Marsilac;Sao Paulo;Proprietario;Nao;6;Nao se aplica;2;0,2;0,1;Nao;Nao;Nao;Nao;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao comercializa;Bovino de leite, galinha, patos, suinos, cavalos, ovos, peixes;Nao se aplica;Nao;Nao;Nao;Nao;Nao se aplica;Nao;Nao;Nao se aplica;Nao;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Masculino;60 anos ou mais;Fundamental I Completo;Nao sabe/Nao respondeu;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Falta de Assistencia Tecnica;Outros (incentivo e divulgacao de turismo rural, analise do solo, cessao de terras para o plantio, mais organizacao da cooperativa, combate as pragas, mais terra)
128;Grajau;Sao Paulo;Proprietario;Sim;0,62;Nao se aplica;0,05;Nao tem;Nao tem;Sim;Nao;Nao;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Folhosas, hortalicas;Galinha, suinos, ovos;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao realiza;Feminino;60 anos ou mais;Ate Fundamental I Incompleto;2495;Nao se aplica;Nao sabe/Nao respondeu;Sim;Agua (falta ou excesso)/ Questoes climaticas;Insumos: adubo, calcario, mudas, sementes e ferramentas. Facilidade na compra e doacao por parte da prefeitura
129;Grajau;Sao Paulo;Proprietario;Sim;0,1;Nao se aplica;0,1;Nao tem;Nao tem;Nao;Nao se aplica;Nao;Nao se aplica;Nao;Nao;Nao;Nao se aplica;Nao comercializa;Galinha;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Masculino;60 anos ou mais;Ensino Superior Completo ou mais;3996,5;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Nao possui dificuldades/ Nao sabe/Nao respondeu;Nao sabe/Nao respondeu/ Nao possui demandas
130;Parelheiros;Sao Paulo;Funcionario;Sim;Nao sabe;Nao se aplica;Nao respondeu;Nao tem;Nao tem;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Sim;Nao se aplica;Ornamentais, mudas;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao;Nao;Sim;Sim;Sim;Sim;Agroquimicos;Feminino;35 a 44 anos;Ensino Medio Completo;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Todos os dias ou quase todos os dias;Sim;Falta de mao de obra;Mao de obra, mais produtividades
131;Grajau;Sao Paulo;Posseiro;Sim;0,5;Nao se aplica;Nao respondeu;Nao tem;Nao tem;Nao se aplica;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao comercializa;Cavalos;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Menos de duas vezes por ano;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Agroquimicos;Masculino;35 a 44 anos;Ensino Medio Incompleto;2495;998;Todos os dias ou quase todos os dias;Sim;Aquisicao de adubo, mudas e sementes, maquinario agricola, equipamentos de irrigacao;Insumos: adubo, calcario, mudas, sementes e ferramentas. Facilidade na compra e doacao por parte da prefeitura
132;Parelheiros;Sao Paulo;Funcionario;Sim;Nao sabe;Nao se aplica;Nao respondeu;Nao tem;Nao tem;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Sim;Nao se aplica;Nao;Nao se aplica;Ornamentais ;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Sim;Nao;Nao;Nao;Sim;Sim;Sim;Sim;Sim;Nao;Nao se aplica;Pelo menos uma vez por mes;Nao se aplica;Nao se aplica;Nao se aplica;Toda semana ou quase toda semana;Pelo menos uma vez por mes;Pelo menos uma vez por mes;Toda semana ou quase toda semana;Menos de duas vezes por ano;Nao se aplica;Sim;Sim;Sim;Nao;Sim;Sim;Agroquimicos;Masculino;16 a 24 anos;Ensino Medio Completo;1497;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Nao possui dificuldades/ Nao sabe/Nao respondeu;Nao sabe/Nao respondeu/ Nao possui demandas
133;Grajau;Sao Paulo;Proprietario;Sim;0,233;Nao se aplica;Nao tem;1000;Nao tem;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao comercializa;Galinha, cavalos, ovos;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Pelo menos uma vez por mes;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Sim;Sim;Nao;Nao;Nao;Nao realiza;Feminino;25 a 34 anos;Ensino Medio Incompleto;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Todos os dias ou quase todos os dias;Sim;Nao possui dificuldades/ Nao sabe/Nao respondeu;Cursos e capacitacoes, escola de agricultura
134;Parelheiros;Sao Paulo;Meeiro;Sim;Nao sabe;Nao se aplica;Nao respondeu;Nao tem;Nao respondeu;Nao;Nao;Nao;Nao se aplica;Sim;Nao se aplica;Nao;Nao se aplica;Ornamentais ;Cavalos;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao se aplica;Pelo menos uma vez por mes;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao;Nao;Sim;Nao;Nao;Nao realiza;Masculino;35 a 44 anos;Ate Fundamental I Incompleto;3996,5;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Nao possui dificuldades/ Nao sabe/Nao respondeu;Maior e melhor rendimento das atividades na propriedade
135;Parelheiros;Sao Paulo;Proprietario;Nao;77;77;38,4;Nao tem;Nao tem;Sim;Sim;Nao;Sim;Sim;Nao se aplica;Nao;Nao se aplica;Folhosas, hortalicas, raizes, legumes e graos, ornamentais ;Galinha, suinos, ovos;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Sim;Sim;Nao;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Toda semana ou quase toda semana;Toda semana ou quase toda semana;Toda semana ou quase toda semana;Nao se aplica;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Sim;Sim;Agroquimicos e naturais/organicos;Masculino;45 a 59 anos;Ensino Medio Incompleto;1497;1497;Todos os dias ou quase todos os dias;Sim;Falta acesso a credito;Maior e melhor rendimento das atividades na propriedade
136;Grajau;Sao Paulo;Funcionario;Sim;5;Nao se aplica;0,3;Nao tem;0;Sim;Nao se aplica;Nao;Sim;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Folhosas, hortalicas, legumes e graos;Galinha, ovos;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Toda semana ou quase toda semana;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Naturais/organicos;Masculino;35 a 44 anos;Fundamental II Incompleto;1497;998;Todos os dias ou quase todos os dias;Sim;Aquisicao de adubo, mudas e sementes, maquinario agricola, equipamentos de irrigacao;Mais maquinarios agricolas, caminhao e trator
137;Marsilac;Sao Paulo;Meeiro;Sim;0,05;Nao se aplica;0,02;Nao tem;Nao respondeu;Nao;Nao se aplica;Nao;Nao se aplica;Nao;Nao;Nao;Nao se aplica;Nao comercializa;Galinha, ovos;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Mais ou menos uma vez a cada tres meses;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao realiza;Masculino;45 a 59 anos;Ate Fundamental I Incompleto;1497;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Faltam recursos financeiros;Maior e melhor rendimento das atividades na propriedade
138;Grajau;Sao Paulo;Proprietario;Nao;0,63;Nao se aplica;0,2;Nao tem;0,1;Nao;Nao;Nao;Nao;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao comercializa;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Masculino;60 anos ou mais;Fundamental I Completo;3996,5;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Falta de tempo, falta de coragem/ vontade;"Assistencia Tecnica Rural, ajuda da prefeitura nas etapas de producao. Equipamentos da prefeitura para uso coletivo;  cessao de equipamentos"
139;Grajau;Sao Paulo;Proprietario;Sim;0,122;Nao se aplica;0,004;Nao tem;Nao respondeu;Nao se aplica;Sim;Nao;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Raizes;Galinha, ovos;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Pelo menos uma vez por mes;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Sim;Sim;Nao;Nao;Nao;Nao realiza;Masculino;60 anos ou mais;Fundamental I Completo;998;Nao se aplica;Menos de uma vez por mes;Sim;Nao possui dificuldades/ Nao sabe/Nao respondeu;Recursos e financiamento a juros baixos, facilitado, credito mais facil, mais investimentos publicos e mais subsidios (menos burocracia, menos impostos)
140;Marsilac;Sao Paulo;Posseiro;Nao;0,2;Nao se aplica;0,15;Nao tem;Nao tem;Nao se aplica;Sim;Sim;Sim;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Raizes, frutas, legumes e graos;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Nao;Nao;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao realiza;Masculino;45 a 59 anos;Fundamental II Incompleto;2495;998;Nao sabe/Nao respondeu;Sim;Falta de tempo, falta de coragem/ vontade;Mais maquinarios agricolas, caminhao e trator
141;Parelheiros;Sao Paulo;Funcionario;Sim;Nao sabe;Nao se aplica;0,2625;Nao tem;Nao tem;Sim;Nao;Nao;Nao;Nao;Nao;Nao se aplica;Nao se aplica;Folhosas, hortalicas;Galinha, ovos;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao;Nao;Sim;Nao;Sim;Sim;Nao;Nao;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Toda semana ou quase toda semana;Nao se aplica;Pelo menos uma vez por mes;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Sim;Nao;Sim;Sim;Nao realiza;Masculino;25 a 34 anos;Ensino Medio Completo;Nao sabe/Nao respondeu;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Problemas com infraestrutura, logistica de escoamento da producao;Mao de obra, mais produtividades
142;Grajau;Sao Paulo;Comodatario;Sim;0,218;Nao se aplica;0,2;Nao tem;Nao tem;Sim;Sim;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Folhosas, hortalicas, raizes, legumes;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Sim;Sim;Nao;Nao;Nao;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Toda semana ou quase toda semana;Pelo menos uma vez por mes;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Sim;Sim;Nao realiza;Masculino;60 anos ou mais;Ensino Medio Incompleto;2495;2495;Nao sabe/Nao respondeu;Nao;Faltam recursos financeiros;Recursos e financiamento a juros baixos, facilitado, credito mais facil, mais investimentos publicos e mais subsidios (menos burocracia, menos impostos)
143;Grajau;Sao Paulo;Proprietario;Sim;0,17;Nao se aplica;0,002;Nao tem;Nao tem;Nao se aplica;Nao;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao comercializa;Galinha, ovos;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Masculino;45 a 59 anos;Ensino Medio Incompleto;2495;Nao se aplica;Pelo menos uma vez por semana;Sim;Aquisicao de adubo, mudas e sementes, maquinario agricola, equipamentos de irrigacao;Mao de obra, mais produtividades
144;Grajau;Sao Paulo;Posseiro;Sim;0,46;Nao se aplica;0,32;0,12;0,06;Nao;Sim;Sim;Sim;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Raizes, frutas, legumes e graos;Galinha, ovos;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Mais ou menos uma vez a cada tres meses;Nao se aplica;Nao se aplica;Mais ou menos uma vez a cada tres meses;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Sim;Nao;Nao;Nao;Nao;Nao realiza;Masculino;16 a 24 anos;Ensino Medio Incompleto;998;998;Pelo menos uma vez por mes;Sim;Aquisicao de adubo, mudas e sementes, maquinario agricola, equipamentos de irrigacao;Outros (incentivo e divulgacao de turismo rural, analise do solo, cessao de terras para o plantio, mais organizacao da cooperativa, combate as pragas, mais terra)
145;Parelheiros;Sao Paulo;Proprietario;Nao;24;24;24;Nao respondeu;Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Ornamentais ;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao;Sim;Nao;Sim;Nao sabe;Nao sabe;Agroquimicos;Masculino;60 anos ou mais;Fundamental I Completo;Nao sabe/Nao respondeu;Nao se aplica;Nao sabe/Nao respondeu;Sim;Agua (falta ou excesso)/ Questoes climaticas;Infraestrutura viaria, energia, telefonia, melhoria das estradas, escoamento da producao
146;Grajau;Sao Paulo;Proprietario;Sim;Nao sabe;Nao se aplica;Nao respondeu;Nao respondeu;Nao tem;Nao se aplica;Nao;Nao;Nao se aplica;Nao;Nao;Nao;Nao se aplica;Nao comercializa;Galinha, ovos;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Feminino;16 a 24 anos;Ensino Superior Incompleto;1497;Nao se aplica;Todos os dias ou quase todos os dias;Nao;Nao possui dificuldades/ Nao sabe/Nao respondeu;Maior e melhor rendimento das atividades na propriedade
147;Parelheiros;Sao Paulo;Funcionario;Sim;1,5;Nao se aplica;0,01;0,02;0,005;Nao;Nao;Nao se aplica;Nao;Nao se aplica;Nao;Nao;Nao se aplica;Nao comercializa;Galinha, caprinos, ovos;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Sim;Sim;Nao realiza;Masculino;45 a 59 anos;Fundamental I Completo;Nao sabe/Nao respondeu;Nao se aplica;Todos os dias ou quase todos os dias;Nao;Outros (seguranca, terra e ruim, precos baixos dos produtos agricolas, pragas (formigas), falta espaco para crescer, rigor da legislacao ambiental;Mais maquinarios agricolas, caminhao e trator
148;Marsilac;Sao Paulo;Funcionario;Sim;Nao sabe;Nao se aplica;Nao tem;Nao respondeu;Nao tem;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao comercializa;Galinha, ovos;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Pelo menos uma vez por mes;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao realiza;Masculino;60 anos ou mais;Ate Fundamental I Incompleto;998;Nao se aplica;Nao sabe/Nao respondeu;Nao;Aquisicao de adubo, mudas e sementes, maquinario agricola, equipamentos de irrigacao;Nao sabe/Nao respondeu/ Nao possui demandas
149;Parelheiros;Sao Paulo;Proprietario;Sim;0,25;Nao se aplica;0,2;Nao tem;Nao tem;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Sim;Nao se aplica;Sim;Nao se aplica;Ornamentais, mudas ;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Mais ou menos uma vez a cada tres meses;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao realiza;Masculino;45 a 59 anos;Ensino Medio Completo;2495;998;Todos os dias ou quase todos os dias;Sim;Faltam canais de comercializacao;Canais de comercializacao (visibilizar regiao, producao, produtores), ter clientes
